;tweet;sentiment;content_clean
596;@elleonde101 @marto_m3 Como se extraña los precios cuidados d nike cuando valían 2500 mangos y un 25 d descuento jajaja;NEG;@usuario @usuario  como se extraña los precios cuidados d nike cuando valían 2500 mangos y un 25 d descuento jaja
1058;@Noemi_Esteva @lean_elInmortal Muy bien!! Sos ejemplo de las que lo logran. Mi vieja también dejo cuando yo era chica, y nunca mas volvió a fumar.;POS;@usuario @usuario  muy bien!!  sos ejemplo de las que lo logran.  mi vieja también dejo cuando yo era chica, y nunca mas volvió a fumar.
1497;@Diana__tiny Ya se de que quiero trabajar ahre;POS;@usuario  ya se de que quiero trabajar ahre
499;"Cómo escándalo en esa sociedad con líderes impolutos y perfectos como la reina Pirata...???
No puede ser !!!
Debe ser un error!!!

#  https://t.co/qHbDGGYYO8";NEG;"cómo escándalo en esa sociedad con líderes impolutos y perfectos como la reina  pirata...???
 no puede ser !!!
 debe ser un error!!! # url"
43;@manuelbelgrador A CABA no llega una poronga, la concha de la lora;NEG;@usuario  a  caba no llega una poronga, la concha de la lora
1027;@eldestapeweb ella viaja al exterior a buscar donde escapar, nosotros vivimos encerrados y encima por capricho de kicillof los colectiveros NO LABURAN DE 22 A 06. informense hdp;NEG;@usuario ella viaja al exterior a buscar donde escapar, nosotros vivimos encerrados y encima por capricho de kicillof los colectiveros  no  laburan  de 22  a 06. informense hdp
567;@dariogabrielsoy Y vos sos terrible virgo, defendes a una médica trucha y minimizás las   😂 la verdad no se me ocurre de que partido sos 🙄🙄;NEG;@usuario  y vos sos terrible virgo, defendes a una médica trucha y minimizás las  emoji cara llorando de risa emoji  la verdad no se me ocurre de que partido sos  emoji cara con ojos en blanco emoji  emoji cara con ojos en blanco emoji
439;Unas preguntas al intendente de Mar del Plata @gmontenegro_ok para @Letra_P. La interna del PRO, el futuro de Juntos, la causa Gestapo y por qué va a seguir yendo a la Justicia para frenar la exploración petrolera. https://t.co/SAKavGyFX4 https://t.co/4x5fjiVoDl;NEG;unas preguntas al intendente de  mar del  plata @usuario para @usuario.  la interna del  pro, el futuro de  juntos, la causa  gestapo y por qué va a seguir yendo a la  justicia para frenar la exploración petrolera. url url
1491;@marcalpalazzolo ? Era  la que te decía que pongas el aire a 24° https://t.co/JKnSXP91Nz;POS;@usuario ?  era la que te decía que pongas el aire a 24 url
193;Nas ganas de que me digas veni guachin vamos a tomar una birra y a mirar unas pelis.;POS;nas ganas de que me digas veni guachin vamos a tomar una birra y a mirar unas pelis.
63;Uba, no lo entenderias https://t.co/fgJgh0jKmz;POS;uba, no lo entenderias url
785;@fabitofuentes Acá en caba ye mandan de nuevo mail WhatsApp y mje de texto a mi me lo mandaron 3 veces por que no había turno en un lugar cerca de casa a la tercera encontré turno yo entre a las 2 de la mañana a esa hora cargan todos los días los turnos disponibles;POS;@usuario  acá en caba ye mandan de nuevo mail  whats app y mje de texto a mi me lo mandaron 3 veces por que no había turno en un lugar cerca de casa a la tercera encontré turno yo entre a las 2 de la mañana a esa hora cargan todos los días los turnos disponibles
817;Acuerdo total: ¿qué día llega Benedetto a la Argentina? https://t.co/EZrM3areki;POS;acuerdo total: ¿qué día llega  benedetto a la  argentina? url
451;#MardelPlata necesita mujeres como @FerRaverta para poner de pie y transformar la ciudad. 💪🏽;POS;mardel plata necesita mujeres como @usuario para poner de pie y transformar la ciudad.  emoji bíceps flexionado tono de piel medio emoji
155;"@DiegoLo39127922 @enorry @BetoMendeIeiev No te entiendo. O vos no me entendiste a mí. Yo también creo e la movida del peronismo unido para el 2023 es con ""el moderado"" , contra al ""moderado"" Horacio enfrente. Y por mí que haya peronismo 100 años más. Como vos dijiste es 100 veces mejor q lo q hay enfrente.";POS;"@usuario @usuario @usuario  no te entiendo.  o vos no me entendiste a mí.  yo también creo e la movida del peronismo unido para el 2023 es con ""el moderado"" , contra al ""moderado""  horacio enfrente.  y por mí que haya peronismo 100 años más.  como vos dijiste es 100 veces mejor q lo q hay enfrente."
1293;Mejor así, podría haber sido peor. Imagina que él se hubiese hecho cargo de mí... me habría dejado el pelo largo desde los cinco años. Para parecerme más a él. https://t.co/7AHil52zOB;POS;mejor así, podría haber sido peor.  imagina que él se hubiese hecho cargo de mí... me habría dejado el pelo largo desde los cinco años.  para parecerme más a él. url
1607;@hebeemauri FELIZ CUMPLEAÑOS HEBE QUE PASES UN HERMOSO DIA GENIA https://t.co/t4WPLvotcO;POS;@usuario  feliz  cumpleañ os  hebe  que  pases  un  hermoso  dia  genia url
531;"Pol Fernández regresó a la Ciudad de México solamente a arreglar asuntos personales antes de incorporarse definitivamente a Boca Juniors.

https://t.co/mUqh0Duhkx";POS;pol  fernández regresó a la  ciudad de  méxico solamente a arreglar asuntos personales antes de incorporarse definitivamente a  boca  juniors. url
134;Una birra me tomaría;POS;una birra me tomaría
1965;"El director de @CenaceMexico expuso que los ingresos que recibe la @CFEmx no son suficientes para cubrir sus costos operativos y que la reforma eléctrica le permite generar un mejor balance financiero
https://t.co/uIsVgiIjYY";NEG;el director de @usuario expuso que los ingresos que recibe la @usuario no son suficientes para cubrir sus costos operativos y que la reforma eléctrica le permite generar un mejor balance financiero url
111;lastima que la birra sea una poronga  igual compro https://t.co/ZcZcdGMeAD;NEG;lastima que la birra sea una poronga igual compro url
1511;@Alexwragge_518 @W_Caroleena @Bkcc22 @RAMIROMARRA Ustedes no son liberales, están a favor de que  financie su populismo con nuestro dinero.;NEG;@usuario @usuario @usuario @usuario  ustedes no son liberales, están a favor de que financie su populismo con nuestro dinero.
881;@ArgentinaSoyNSB @ThomasMirta Le pagó  , sabe que no mide y se hace publicidad solo.;NEG;@usuario @usuario  le pagó , sabe que no mide y se hace publicidad solo.
478;LE VAMOS A GANAR LA FINAL DE LA LIBERTADORES A RIVER PLATE MANGA DE COGIDO ASCO DE TIPOS;NEG;le  vamos  a  ganar  la  final  de  la  libertadores  a  river  plate  manga  de  cogido  asco  de  tipos
1065;"[25/1 3:57 p. m.] pepeee 🖤: me voy a entrenar amor❤️
[25/1 3:57 p. m.] pepeee 🖤: te amo mucho🥰
[25/1 3:57 p. m.] pepeee 🖤: a pesar de q estemos en desacuerdo
[25/1 3:57 p. m.] pepeee 🖤: siempre t llevo conmigo❤️
[25/1 3:58 p. m.] pepeee 🖤: y sos lo más lindo
😭😭 q lindo es";POS;"[25/1 3:57 p. m.] pepeee  emoji corazón negro emoji : me voy a entrenar amor
[25/1 3:57 p. m.] pepeee  emoji corazón negro emoji : te amo mucho emoji cara sonriendo con corazones emoji 
[25/1 3:57 p. m.] pepeee  emoji corazón negro emoji : a pesar de q estemos en desacuerdo
[25/1 3:57 p. m.] pepeee  emoji corazón negro emoji : siempre t llevo conmigo
[25/1 3:58 p. m.] pepeee  emoji corazón negro emoji : y sos lo más lindo
 emoji cara llorando fuerte emoji  emoji cara llorando fuerte emoji  q lindo es"
1340;"😀✌️ No le arreglaron el celular por tener una foto con  
https://t.co/6YH0b8TdJi";NEG;emoji cara sonriendo emoji  emoji mano con señal de victoria emoji   no le arreglaron el celular por tener una foto con url
143;"Los reyes de la doble moral

  le viene robando a la ANSES millonario retroactivo y millonarias  mensualidades... pero, como  esa chorra es la jefa....
CERO periodismo.........Dan asco https://t.co/w3v4tOqY9N";NEG;"los reyes de la doble moral le viene robando a la  anses millonario retroactivo y millonarias mensualidades... pero, como esa chorra es la jefa...
 cero periodismo... dan asco url"
738;"@Anibal El narcoministro atacando a ductores de maíz, mientras sus socios de La Cámpora utilizan las vacunas y los transportes del Correo Argentino para trasladar y distribuir drogas.
El gobierno ista es el gobierno de las mafias...";NEG;@usuario  el narcoministro atacando a ductores de maíz, mientras sus socios de  la  cámpora utilizan las vacunas y los transportes del  correo  argentino para trasladar y distribuir drogas.  el gobierno ista es el gobierno de las mafias...
1163;Lo único que me alivia un poco el estrés de haber estado 11 horas en el laburo hoy es que voy a comer un asadito... con los del laburo🙃;POS;lo único que me alivia un poco el estrés de haber estado 11 horas en el laburo hoy es que voy a comer un asadito... con los del laburo emoji cara al revés emoji
1184;"@jacklnn @LuchoCuneo @tenista_quemado El 10-1 enfrentando a Federer y Nadal. Las 41 Victorias consecutivas, 5 M1000 y 3 GS. No solo lo que ganó, sino la forma tan abrumadora en la que ganaba. 
También creo que en 2011 el nivel tenistico de Novak fue el más alto que se haya visto en un tenista.";POS;@usuario @usuario @usuario  el 10-1 enfrentando a  federer y  nadal.  las 41  victorias consecutivas, 5  m1000 y 3  gs.  no solo lo que ganó, sino la forma tan abrumadora en la que ganaba.  también creo que en 2011 el nivel tenistico de  novak fue el más alto que se haya visto en un tenista.
1719;"#DifundeCTi I El Campus Tec, en conjunto con Biofarn, The Bridge Biofoundry y  Donovan Impact Initiative, te invitan a participar en la Olimpiada de bioempredimiento.

📲 Llena el formulario de inscripción: https://t.co/mj7znVZGEW https://t.co/KIGh123DvU";POS;difunde cti  i  el  campus  tec, en conjunto con  biofarn,  the  bridge  biofoundry y  donovan  impact  initiative, te invitan a participar en la  olimpiada de bioempredimiento.  emoji móvil con una flecha emoji   llena el formulario de inscripción: url url
749;Dios nos libre que la 4T se quede con la colección… https://t.co/GStZm1qFb3;NEG;dios nos libre que la 4 t se quede con la colección url
2028;"@rogerrxd @dedsafio nimu no es argentina ._.XD?
y spreen yo no lo elegiría, es un capo pero tiene pinta de q juega medio mal";NEG;@usuario @usuario nimu no es argentina ._. xd? y spreen yo no lo elegiría, es un capo pero tiene pinta de q juega medio mal
675;@bosterolib @LoganBaqueteado Exactamente solo humo y disturbio hasta con el tiempo fue cambiando el discurso a nada con  a sí  viene a .;NEG;@usuario @usuario  exactamente solo humo y disturbio hasta con el tiempo fue cambiando el discurso a nada con a sí viene a .
408;"2⃣0⃣0⃣ Bicentenario del Banco vincia:  defendió los créditos para ""crecer y dar trabajo"" | @ok @BAvincia @bancovincia @JCuattromo 

https://t.co/yzGyzAsFkQ";POS;"2⃣0⃣0⃣  bicentenario del  banco vincia: defendió los créditos para ""crecer y dar trabajo"" | @usuario @usuario @usuario @usuario url"
971;Batallo con tener hambre y ganas de comer y cuando sucede peleo con alguien y se me quita. Que mal genio tan hpta.;NEG;batallo con tener hambre y ganas de comer y cuando sucede peleo con alguien y se me quita.  que mal genio tan hpta.
219;"#Politica 🏛] Junto con una comitiva,     viaja a #Honduras para la asunción de Xiomara Castro 

https://t.co/oHzSUoNzPr";POS;politica  emoji edificio clásico emoji ]  junto con una comitiva, viaja a honduras para la asunción de  xiomara  castro url
753;Mira lo que hacia   en el 81 jugando en el más grande. QUE HERMOSO https://t.co/YsdbopDG4E;POS;mira lo que hacia en el 81 jugando en el más grande.  que  hermoso url
478;Mar del Plata: Obra de circunvalación https://t.co/Me9VmYrMR8;POS;mar del  plata:  obra de circunvalación url
1589;@verolozanovl @deboradamato @telefe Vero sos una genia gracias por tu buena onda y tu buena energía 😍😍 que trasmitis;POS;@usuario @usuario @usuario  vero sos una genia gracias por tu buena onda y tu buena energía  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  que trasmitis
1048;Todo lo que tenes a tu alrededor, vale 10 veces menos de lo que valía en el 2018. Sos 10 veces mas pobre que hace 4 años.;NEG;todo lo que tenes a tu alrededor, vale 10 veces menos de lo que valía en el 2018.  sos 10 veces mas pobre que hace 4 años.
816;"Cómo hay guita ahí che‼️o es lavado, o especulación o algún negocio non sancto‼️

La compraventa de inmuebles en CABA creció 53,7% en 2021";NEG;cómo hay guita ahí che!o es lavado, o especulación o algún negocio non sancto!  la compraventa de inmuebles en  caba creció 53,7% en 2021
2135;Si ya le estaban haciendo un cateterismo en el corazón, ¿qué les costaba infiltrarle un poquito de compasión por los niños con #Cáncer, o una dosis mínima de amor por México? Con eso sería suficiente. Ya no hablemos de extirparle sus deseos de venganza porque se tapa el catéter.;NEG;si ya le estaban haciendo un cateterismo en el corazón, ¿qué les costaba infiltrarle un poquito de compasión por los niños con cáncer, o una dosis mínima de amor por  méxico?  con eso sería suficiente.  ya no hablemos de extirparle sus deseos de venganza porque se tapa el catéter.
1650;Que ganas de estar mamado en mar del plata lpm;POS;que ganas de estar mamado en mar del plata lpm
1609;"@mariano_mmo @rocioooay @ESCADIOSS @jl @J La gente cambia, te dije que es otra cagada, y primero que  no se va unir al , si  quiere unirse a nosotros es completamente distinto.
Pero entre  y sombrilla,  mil veces";NEG;@usuario @usuario @usuario @usuario @usuario  la gente cambia, te dije que es otra cagada, y primero que no se va unir al , si quiere unirse a nosotros es completamente distinto.  pero entre y sombrilla, mil veces
1371;"Quien no se fue alguna vez del boliche con alguien? Dejate de joder y por eso sos puta? Y arreglan todo con "" La culpa fue de ella o ella se lo buscó"" sos joda? Claro porque el hombre es un capo no? El hombre es un genio que se la sabe todas, a la mierda se pueden ir.";NEG;"quien no se fue alguna vez del boliche con alguien?  dejate de joder y por eso sos puta?  y arreglan todo con ""  la culpa fue de ella o ella se lo buscó"" sos joda?  claro porque el hombre es un capo no?  el hombre es un genio que se la sabe todas, a la mierda se pueden ir."
918;El desprecio de   por la educación pública: los números del brutal ajuste https://t.co/iGX8R7GmzC;NEG;el desprecio de por la educación pública: los números del brutal ajuste url
1433;Tomé la decisión de cambiar de carrera por 2da vez porque al fin y al cabo es mí vida y mí futuro fesional.  UBA en otro momento será.;POS;tomé la decisión de cambiar de carrera por 2da vez porque al fin y al cabo es mí vida y mí futuro fesional.  uba en otro momento será.
572;@FCBayernES Estimado @FCBayernES  y querido Martín, somos muchos los simpatizantes del Club en Argentina, pero Julian Alvarez no está por acá, parece que se está de vacaciones en Australia, busquen por allá Por lo menos hasta el mundial 🙏 Necesitamos disfrutarlo en River Plate un poco más;NEG;@usuario  estimado @usuario y querido  martín, somos muchos los simpatizantes del  club en  argentina, pero  julian  alvarez no está por acá, parece que se está de vacaciones en  australia, busquen por allá  por lo menos hasta el mundial  emoji manos en oración emoji   necesitamos disfrutarlo en  river  plate un poco más
